No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringan Lereng,Kelas Banjir,Kapanewon/Kemantren
11889,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11890,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11891,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11892,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11893,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11894,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11895,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11896,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11897,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11898,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11899,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11900,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11901,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11902,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gamping
11903,Permukiman,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11904,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Gamping
11905,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Gamping
11906,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Gamping
11907,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11908,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11909,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11910,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11911,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11912,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11913,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Gamping
11914,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11915,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11916,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11917,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11918,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11919,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11920,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Gamping
11921,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Gamping
11922,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11923,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11924,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11925,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11926,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11927,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11928,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Gamping
11929,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Gamping
11930,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11931,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11932,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11933,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gamping
11934,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11935,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11936,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11937,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11938,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11939,Tananman Campuran,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Rendah,Godean
11940,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11941,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11942,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11943,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11944,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11945,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11946,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11947,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11948,Tananman Campuran,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11949,Tananman Campuran,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11950,Permukiman,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11951,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Godean
11952,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Godean
11953,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Godean
11954,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11955,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11956,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11957,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11958,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11959,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11960,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Godean
11961,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Godean
11962,Permukiman,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Godean
11963,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
11964,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
11965,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11966,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
11967,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kasihan
11968,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
11969,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
11970,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
11971,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
11972,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
11973,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
11974,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
11975,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
11976,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11977,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
11978,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
11979,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11980,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
11981,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
11982,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
11983,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11984,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
11985,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
11986,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
11987,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
11988,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
11989,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
11990,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
11991,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
11992,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11993,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
11994,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
11995,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
11996,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
11997,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
11998,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
11999,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12000,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12001,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12002,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
12003,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
12004,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12005,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12006,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12007,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12008,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12009,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12010,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
12011,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
12012,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12013,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12014,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
12015,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
12016,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kasihan
12017,Permukiman,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Kasihan
12018,Permukiman,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Kasihan
12019,Permukiman,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12020,Permukiman,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12021,Permukiman,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12022,Permukiman,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12023,Permukiman,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12024,Permukiman,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12025,Permukiman,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12026,Permukiman,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12027,Permukiman,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12028,Permukiman,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12029,Permukiman,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
12030,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
12031,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
12032,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Kasihan
12033,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Kasihan
12034,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kasihan
12035,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Kasihan
12036,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12037,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12038,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
12039,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12040,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12041,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12042,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
12043,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12044,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12045,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12046,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
12047,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Kasihan
12048,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kasihan
12049,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kasihan
12050,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kasihan
12051,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kasihan
12052,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Kasihan
12053,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Kasihan
12054,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Kasihan
