No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringan Lereng,Kelas Banjir,Kapanewon/Kemantren
9004,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9005,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9006,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9007,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9008,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Ponjong
9009,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Ponjong
9010,Hutan Lahan Kering,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9011,Tananman Campuran,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9012,Tananman Campuran,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9013,Tananman Campuran,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9014,Tananman Campuran,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9015,Tananman Campuran,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9016,Tananman Campuran,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9017,Tananman Campuran,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9018,Tananman Campuran,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9019,Tananman Campuran,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9020,Tananman Campuran,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9021,Tananman Campuran,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9022,Tananman Campuran,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9023,Tananman Campuran,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9024,Tananman Campuran,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9025,Tananman Campuran,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9026,Tananman Campuran,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9027,Tananman Campuran,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9028,Tananman Campuran,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Ponjong
9029,Tananman Campuran,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9030,Tananman Campuran,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9031,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9032,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9033,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9034,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9035,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9036,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Ponjong
9037,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Ponjong
9038,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9039,Tananman Campuran,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9040,Permukiman,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Ponjong
9041,Permukiman,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Ponjong
9042,Permukiman,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Ponjong
9043,Permukiman,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Tinggi,Ponjong
9044,Permukiman,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9045,Permukiman,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9046,Permukiman,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9047,Permukiman,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9048,Permukiman,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9049,Permukiman,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9050,Permukiman,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9051,Permukiman,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9052,Permukiman,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9053,Permukiman,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9054,Permukiman,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9055,Permukiman,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9056,Permukiman,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9057,Permukiman,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9058,Permukiman,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9059,Permukiman,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9060,Permukiman,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9061,Permukiman,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9062,Lahan Terbuka,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Ponjong
9063,Lahan Terbuka,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Ponjong
9064,Lahan Terbuka,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9065,Lahan Terbuka,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9066,Lahan Terbuka,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Ponjong
9067,Lahan Terbuka,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9068,Padang Rumput,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9069,Padang Rumput,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Ponjong
9070,Padang Rumput,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9071,Padang Rumput,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9072,Padang Rumput,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Ponjong
9073,Padang Rumput,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9074,Padang Rumput,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9075,Padang Rumput,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9076,Padang Rumput,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9077,Padang Rumput,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9078,Padang Rumput,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9079,Padang Rumput,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9080,Padang Rumput,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9081,Padang Rumput,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9082,Padang Rumput,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9083,Padang Rumput,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9084,Padang Rumput,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9085,Padang Rumput,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9086,Padang Rumput,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9087,Padang Rumput,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9088,Padang Rumput,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9089,Padang Rumput,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9090,Padang Rumput,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9091,Padang Rumput,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9092,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Ponjong
9093,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Ponjong
9094,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Ponjong
9095,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9096,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9097,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9098,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9099,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9100,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9101,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9102,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9103,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9104,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9105,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9106,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9107,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9108,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
9109,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Ponjong
9110,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Ponjong
9111,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Ponjong
9112,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Ponjong
9113,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Ponjong
9114,Padang Rumput,"0,62 - 1.44 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Ponjong
9115,Lahan Terbuka,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Semanu
9116,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Karangmojo
9117,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Karangmojo
9118,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Karangmojo
9119,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Karangmojo
9120,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Karangmojo
9121,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Karangmojo
9122,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Karangmojo
9123,Tananman Campuran,"0,62 - 1.44 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
9124,Tananman Campuran,"0,62 - 1.44 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
